team,event,game,time
The Mystery Machine,abandoned,Tateroids,2020-10-26 19:43:21
Magpie,loss,Codemanes,2020-10-26 19:43:33
Just for the Halibut,abandoned,Codemanes,2020-10-26 19:43:50
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-26 19:44:28
Just for the Halibut,abandoned,Mutant Meeples on Ice,2020-10-26 19:44:45
Magpie,loss,Codemanes,2020-10-26 19:44:59
Magpie,loss,Codemanes,2020-10-26 19:45:44
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-26 19:46:33
Magpie,loss,Codemanes,2020-10-26 19:46:35
Totally Sus Birthday Invitation,loss,Kyoryuful Boyfriend,2020-10-26 19:47:42
Magpie,loss,Codemanes,2020-10-26 19:48:05
Duck Gizzards,abandoned,Mutant Meeples on Ice,2020-10-26 19:48:28
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-26 19:48:55
Just for the Halibut,abandoned,Mutant Meeples on Ice,2020-10-26 19:49:22
Magpie,loss,Codemanes,2020-10-26 19:50:16
Magpie,loss,Codemanes,2020-10-26 19:50:33
Totally Sus Birthday Invitation,loss,Kyoryuful Boyfriend,2020-10-26 19:51:23
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-26 19:51:24
Magpie,loss,Codemanes,2020-10-26 19:51:40
Magpie,loss,Codemanes,2020-10-26 19:52:53
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 19:52:54
Totally Sus Birthday Invitation,loss,Kyoryuful Boyfriend,2020-10-26 19:52:55
Magpie,loss,Codemanes,2020-10-26 19:53:44
Magpie,loss,Codemanes,2020-10-26 19:54:24
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 19:55:01
Totally Sus Birthday Invitation,loss,Kyoryuful Boyfriend,2020-10-26 19:55:33
Magpie,loss,Codemanes,2020-10-26 19:56:15
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 19:57:21
Totally Sus Birthday Invitation,abandoned,Kyoryuful Boyfriend,2020-10-26 19:57:38
Totally Sus Birthday Invitation,abandoned,Kyoryuful Boyfriend,2020-10-26 19:58:05
Magpie,loss,Codemanes,2020-10-26 19:58:44
Teammate's Sixth Birthday Implementation,abandoned,Kyoryuful Boyfriend,2020-10-26 19:59:13
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 19:59:41
Magpie,loss,Codemanes,2020-10-26 20:00:14
Totally Sus Birthday Invitation,loss,Kyoryuful Boyfriend,2020-10-26 20:00:16
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 20:01:27
Magpie,loss,Codemanes,2020-10-26 20:02:02
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 20:02:15
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 20:02:20
Duck Gizzards,abandoned,Mahjong Madness,2020-10-26 20:02:37
Totally Sus Birthday Invitation,loss,Kyoryuful Boyfriend,2020-10-26 20:02:40
Magpie,loss,Codemanes,2020-10-26 20:03:15
Duck Gizzards,abandoned,Mahjong Madness,2020-10-26 20:03:41
Magpie,loss,Codemanes,2020-10-26 20:05:04
Magpie,loss,Codemanes,2020-10-26 20:06:14
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 20:06:58
Totally Sus Birthday Invitation,loss,Kyoryuful Boyfriend,2020-10-26 20:07:03
Magpie,loss,Codemanes,2020-10-26 20:07:14
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 20:07:47
Magpie,loss,Codemanes,2020-10-26 20:08:44
Am a Llama.  AMA.,win_start,Barbie's Murder Party at House on the Hill,2020-10-26 20:08:51
Time Vultures,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 20:08:57
Magpie,loss,Codemanes,2020-10-26 20:10:36
Narf,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 20:12:14
Magpie,loss,Codemanes,2020-10-26 20:12:26
Duck Gizzards,abandoned,Mahjong Madness,2020-10-26 20:14:10
Totally Sus Birthday Invitation,abandoned,Kyoryuful Boyfriend,2020-10-26 20:14:17
Time Vultures,win_start,Ducky Crossing: Fishing Adventure!,2020-10-26 20:14:22
Magpie,loss,Codemanes,2020-10-26 20:14:33
Totally Sus Birthday Invitation,abandoned,Kyoryuful Boyfriend,2020-10-26 20:14:33
Totally Sus Birthday Invitation,abandoned,Kyoryuful Boyfriend,2020-10-26 20:15:01
Magpie,loss,Codemanes,2020-10-26 20:15:45
Totally Sus Birthday Invitation,win_start,Kyoryuful Boyfriend,2020-10-26 20:16:23
Totally Sus Birthday Invitation,first_win_end,Kyoryuful Boyfriend,2020-10-26 20:18:11
Totally Sus Birthday Invitation,abandoned,Kyoryuful Boyfriend,2020-10-26 20:18:13
Am a Llama.  AMA.,first_win_end,Barbie's Murder Party at House on the Hill,2020-10-26 20:19:00
Am a Llama.  AMA.,abandoned,Barbie's Murder Party at House on the Hill,2020-10-26 20:19:02
Default Team Name,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 20:19:17
The Wombats,abandoned,Marineteam,2020-10-26 20:19:56
Default Team Name,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 20:20:46
Default Team Name,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 20:21:21
The Wombats,loss,Marineteam,2020-10-26 20:21:37
Default Team Name,win_start,Ducky Crossing: Fishing Adventure!,2020-10-26 20:22:21
cowpeabara,abandoned,Codemanes,2020-10-26 20:22:31
The Wombats,loss,Marineteam,2020-10-26 20:24:27
The Wombats,abandoned,Marineteam,2020-10-26 20:25:24
Default Team Name,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-26 20:25:26
Duck Gizzards,abandoned,Mutant Meeples on Ice,2020-10-26 20:25:39
The Wombats,abandoned,Marineteam,2020-10-26 20:26:04
Default Team Name,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-26 20:26:06
The Wombats,win_start,Marineteam,2020-10-26 20:26:53
Duck Gizzards,abandoned,Mahjong Madness,2020-10-26 20:27:32
Duck Gizzards,win_start,Mutant Meeples on Ice,2020-10-26 20:28:49
The Wombats,first_win_end,Marineteam,2020-10-26 20:31:05
Am a Llama.  AMA.,abandoned,Mahjong Madness,2020-10-26 20:32:14
Am a Llama.  AMA.,abandoned,Mutant Meeples on Ice,2020-10-26 20:36:57
Magpie,abandoned,Codemanes,2020-10-26 20:40:40
Am a Llama.  AMA.,abandoned,Mutant Meeples on Ice,2020-10-26 20:41:25
Magpie,loss,Codemanes,2020-10-26 20:43:15
Magpie,loss,Codemanes,2020-10-26 20:47:45
Magpie,loss,Codemanes,2020-10-26 20:48:15
Magpie,loss,Codemanes,2020-10-26 20:48:56
Am a Llama.  AMA.,abandoned,Kyoryuful Boyfriend,2020-10-26 20:49:44
Magpie,loss,Codemanes,2020-10-26 20:50:08
Am a Llama.  AMA.,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-26 20:56:18
Magpie,loss,Codemanes,2020-10-26 20:58:45
Magpie,loss,Codemanes,2020-10-26 20:59:58
Magpie,loss,Codemanes,2020-10-26 21:02:46
Magpie,loss,Codemanes,2020-10-26 21:03:37
Magpie,loss,Codemanes,2020-10-26 21:05:37
Am a Llama.  AMA.,abandoned,Mutant Meeples on Ice,2020-10-26 21:06:27
The Blob Wizards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:07:50
Magpie,loss,Codemanes,2020-10-26 21:08:01
Magpie,loss,Codemanes,2020-10-26 21:08:56
The Blob Wizards,abandoned,Mutant Meeples on Ice,2020-10-26 21:09:07
Magpie,loss,Codemanes,2020-10-26 21:10:11
Magpie,loss,Codemanes,2020-10-26 21:11:55
The Blob Wizards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:11:56
Magpie,loss,Codemanes,2020-10-26 21:13:22
Magpie,abandoned,Codemanes,2020-10-26 21:14:07
Duck Gizzards,first_win_end,Mutant Meeples on Ice,2020-10-26 21:14:42
Duck Gizzards,abandoned,Mutant Meeples on Ice,2020-10-26 21:15:04
Corgaroos,abandoned,Codemanes,2020-10-26 21:15:04
Magpie,loss,Codemanes,2020-10-26 21:15:06
Duck Gizzards,abandoned,Mahjong Madness,2020-10-26 21:16:02
Magpie,loss,Codemanes,2020-10-26 21:19:12
Corgaroos,loss,Codemanes,2020-10-26 21:19:43
Corgaroos,loss,Codemanes,2020-10-26 21:20:06
Magpie,loss,Codemanes,2020-10-26 21:20:29
The Blob Wizards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:20:41
Corgaroos,loss,Codemanes,2020-10-26 21:21:19
Magpie,loss,Codemanes,2020-10-26 21:22:12
Corgaroos,loss,Codemanes,2020-10-26 21:23:21
Magpie,loss,Codemanes,2020-10-26 21:24:36
Team Eagle Time,loss,Tateroids,2020-10-26 21:24:57
Corgaroos,win_start,Codemanes,2020-10-26 21:25:45
Marsha's Speedwalking Group,abandoned,Codemanes,2020-10-26 21:25:53
Magpie,win_start,Codemanes,2020-10-26 21:25:57
Team Eagle Time,loss,Tateroids,2020-10-26 21:26:08
The Blob Wizards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:26:59
Magpie,first_win_end,Codemanes,2020-10-26 21:28:43
Corgaroos,first_win_end,Codemanes,2020-10-26 21:28:49
Team Eagle Time,loss,Tateroids,2020-10-26 21:28:51
Corgaroos,abandoned,Codemanes,2020-10-26 21:29:02
The Overthinkers,loss,Codemanes,2020-10-26 21:30:08
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 21:31:49
Team Eagle Time,loss,Tateroids,2020-10-26 21:31:56
The Overthinkers,loss,Codemanes,2020-10-26 21:32:03
The Blob Wizards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:32:15
Les Gaulois,win_start,Ducky Crossing: Fishing Adventure!,2020-10-26 21:33:00
Team Eagle Time,loss,Tateroids,2020-10-26 21:34:28
The Overthinkers,loss,Codemanes,2020-10-26 21:34:39
Les Gaulois,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-26 21:35:41
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 21:35:44
The Overthinkers,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 21:35:49
The Overthinkers,loss,Codemanes,2020-10-26 21:36:17
The Overthinkers,loss,Codemanes,2020-10-26 21:39:11
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 21:39:12
Team Eagle Time,win_start,Tateroids,2020-10-26 21:40:26
Rage,loss,Marineteam,2020-10-26 21:40:31
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 21:40:38
The Blob Wizards,win_start,Barbie's Murder Party at House on the Hill,2020-10-26 21:40:45
The Overthinkers,loss,Codemanes,2020-10-26 21:41:29
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 21:41:44
Team Eagle Time,first_win_end,Tateroids,2020-10-26 21:43:34
The Overthinkers,loss,Codemanes,2020-10-26 21:43:42
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 21:43:48
The Overthinkers,loss,Codemanes,2020-10-26 21:46:08
The Mystery Machine,abandoned,Mutant Meeples on Ice,2020-10-26 21:47:43
The Overthinkers,loss,Codemanes,2020-10-26 21:47:49
The Blob Wizards,first_win_end,Barbie's Murder Party at House on the Hill,2020-10-26 21:48:47
The Blob Wizards,abandoned,Barbie's Murder Party at House on the Hill,2020-10-26 21:48:49
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:49:51
The Overthinkers,loss,Codemanes,2020-10-26 21:51:44
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:52:04
The Overthinkers,loss,Codemanes,2020-10-26 21:53:24
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:54:32
The Mystery Machine,abandoned,Mutant Meeples on Ice,2020-10-26 21:54:39
The Overthinkers,loss,Codemanes,2020-10-26 21:55:15
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:56:33
The Overthinkers,loss,Codemanes,2020-10-26 21:57:19
The Blob Wizards,abandoned,Mahjong Madness,2020-10-26 21:57:22
Rage,loss,Marineteam,2020-10-26 21:58:08
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 21:58:34
The Overthinkers,loss,Codemanes,2020-10-26 21:58:46
Rage,loss,Marineteam,2020-10-26 21:59:02
Am a Llama.  AMA.,loss,Tateroids,2020-10-26 21:59:49
Keep Puzzling,loss,Codemanes,2020-10-26 22:00:21
The Overthinkers,loss,Codemanes,2020-10-26 22:00:33
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:02:17
Rage,abandoned,Marineteam,2020-10-26 22:02:27
The Overthinkers,loss,Codemanes,2020-10-26 22:02:30
Rage,loss,Marineteam,2020-10-26 22:03:09
Keep Puzzling,loss,Codemanes,2020-10-26 22:03:26
Am a Llama.  AMA.,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 22:03:53
The Overthinkers,loss,Codemanes,2020-10-26 22:04:23
Jules-Auguste,abandoned,Mahjong Madness,2020-10-26 22:04:34
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:04:48
Keep Puzzling,loss,Codemanes,2020-10-26 22:05:50
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:08:29
Rage,loss,Marineteam,2020-10-26 22:08:35
The Overthinkers,loss,Codemanes,2020-10-26 22:09:25
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:10:45
The Overthinkers,loss,Codemanes,2020-10-26 22:11:57
Rage,win_start,Marineteam,2020-10-26 22:14:51
The Overthinkers,loss,Codemanes,2020-10-26 22:15:07
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:15:12
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 22:16:02
The Overthinkers,win_start,Codemanes,2020-10-26 22:17:04
The Blob Wizards,abandoned,Mahjong Madness,2020-10-26 22:17:11
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 22:17:44
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 22:18:22
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:20:05
The Overthinkers,first_win_end,Codemanes,2020-10-26 22:20:21
Rage,first_win_end,Marineteam,2020-10-26 22:20:22
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 22:20:35
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:21:27
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:22:23
Duck Gizzards,abandoned,Barbie's Murder Party at House on the Hill,2020-10-26 22:23:18
Les Gaulois,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 22:23:20
The Blob Wizards,win_start,Mahjong Madness,2020-10-26 22:24:55
The Overthinkers,win_start,Ducky Crossing: Fishing Adventure!,2020-10-26 22:25:45
The Judean GNUs,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:26:49
Les Gaulois,abandoned,Ducky Crossing: Fishing Adventure!,2020-10-26 22:27:12
The Overthinkers,first_win_end,Ducky Crossing: Fishing Adventure!,2020-10-26 22:28:22
The Judean GNUs,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:28:28
The Judean GNUs,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:32:57
Banana vs. Air,win_start,Mahjong Madness,2020-10-26 22:38:31
Keep Puzzling,loss,Codemanes,2020-10-26 22:38:49
Keep Puzzling,loss,Codemanes,2020-10-26 22:41:58
Keep Puzzling,loss,Codemanes,2020-10-26 22:47:10
Keep Puzzling,loss,Codemanes,2020-10-26 22:47:52
Keep Puzzling,loss,Codemanes,2020-10-26 22:48:41
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:49:43
Keep Puzzling,loss,Codemanes,2020-10-26 22:50:18
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:50:51
Keep Puzzling,loss,Codemanes,2020-10-26 22:51:12
17th Shard,abandoned,Tateroids,2020-10-26 22:51:39
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:51:54
Duck Gizzards,abandoned,Barbie's Murder Party at House on the Hill,2020-10-26 22:52:00
17th Shard,loss,Tateroids,2020-10-26 22:52:14
Banana vs. Air,first_win_end,Mahjong Madness,2020-10-26 22:52:54
17th Shard,loss,Tateroids,2020-10-26 22:53:16
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:53:18
17th Shard,loss,Tateroids,2020-10-26 22:54:08
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:54:29
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:55:30
17th Shard,loss,Tateroids,2020-10-26 22:56:03
The Blob Wizards,first_win_end,Mahjong Madness,2020-10-26 22:56:30
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 22:58:15
Happy Birthday To Plugh,abandoned,Barbie's Murder Party at House on the Hill,2020-10-26 22:59:22
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:00:00
"Rats, Rats, We Are the Rats",loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:01:57
Happy Birthday To Plugh,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:03:33
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:03:45
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:04:08
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:04:57
"Rats, Rats, We Are the Rats",loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:05:35
Banana vs. Air,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:05:46
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:05:51
"Rats, Rats, We Are the Rats",loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:05:58
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:07:17
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:07:57
Banana vs. Air,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:08:01
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:09:41
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:10:06
Banana vs. Air,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:10:19
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:11:09
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:11:12
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:11:37
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:12:49
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:13:03
Banana vs. Air,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:13:18
Banana vs. Air,loss,Codemanes,2020-10-26 23:13:47
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:13:54
Ducky Charms,abandoned,Mutant Meeples on Ice,2020-10-26 23:14:03
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:14:31
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:15:27
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:15:47
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:16:18
Banana vs. Air,loss,Codemanes,2020-10-26 23:16:24
Banana vs. Air,loss,Codemanes,2020-10-26 23:17:08
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:17:31
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:17:33
Yuki,loss,Marineteam,2020-10-26 23:18:09
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:18:58
Happy Birthday To Plugh,abandoned,Barbie's Murder Party at House on the Hill,2020-10-26 23:19:34
Banana vs. Air,loss,Codemanes,2020-10-26 23:19:44
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:19:51
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:20:36
Totally Sus Birthday Invitation,abandoned,Kyoryuful Boyfriend,2020-10-26 23:20:53
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:21:13
Am a Llama.  AMA.,abandoned,Tateroids,2020-10-26 23:21:37
Am a Llama.  AMA.,abandoned,Tateroids,2020-10-26 23:22:19
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:22:25
Banana vs. Air,abandoned,Codemanes,2020-10-26 23:22:29
Banana vs. Air,loss,Codemanes,2020-10-26 23:22:46
Am a Llama.  AMA.,loss,Tateroids,2020-10-26 23:23:04
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:23:08
Duck Gizzards,abandoned,Barbie's Murder Party at House on the Hill,2020-10-26 23:23:57
Am a Llama.  AMA.,abandoned,Tateroids,2020-10-26 23:24:01
Banana vs. Air,loss,Codemanes,2020-10-26 23:24:06
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:24:12
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:24:12
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:24:33
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:24:40
Backsolve Boys,abandoned,Kyoryuful Boyfriend,2020-10-26 23:25:29
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:25:52
Am a Llama.  AMA.,abandoned,Tateroids,2020-10-26 23:25:54
Tweleve Pack,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:26:24
Birthday Cardex,loss,Codemanes,2020-10-26 23:28:19
Banana vs. Air,abandoned,Kyoryuful Boyfriend,2020-10-26 23:28:25
Inert Oaken Heron,abandoned,Tateroids,2020-10-26 23:29:17
Duck Soup,loss,Tateroids,2020-10-26 23:29:54
Banana vs. Air,abandoned,Mutant Meeples on Ice,2020-10-26 23:30:04
Birthday Cardex,loss,Codemanes,2020-10-26 23:30:43
Banana vs. Air,abandoned,Mutant Meeples on Ice,2020-10-26 23:31:02
Duck Soup,loss,Tateroids,2020-10-26 23:31:20
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:31:33
Tweleve Pack,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:32:52
Birthday Cardex,abandoned,Codemanes,2020-10-26 23:33:11
Birthday Cardex,loss,Codemanes,2020-10-26 23:33:36
Yuki,abandoned,Marineteam,2020-10-26 23:34:25
Duck Soup,abandoned,Tateroids,2020-10-26 23:34:55
Yuki,loss,Marineteam,2020-10-26 23:35:16
Inert Oaken Heron,loss,Tateroids,2020-10-26 23:35:37
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:35:44
Birthday Cardex,loss,Codemanes,2020-10-26 23:35:54
Tweleve Pack,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:36:11
Yuki,abandoned,Marineteam,2020-10-26 23:36:36
Backsolve Boys,loss,Kyoryuful Boyfriend,2020-10-26 23:36:37
Tweleve Pack,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:37:00
Tweleve Pack,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:37:30
Tweleve Pack,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:37:45
Birthday Cardex,win_start,Codemanes,2020-10-26 23:37:47
Inert Oaken Heron,win_start,Tateroids,2020-10-26 23:37:48
Tweleve Pack,loss,Ducky Crossing: Fishing Adventure!,2020-10-26 23:38:05
Duck Gizzards,loss,Barbie's Murder Party at House on the Hill,2020-10-26 23:38:17
Yuki,win_start,Marineteam,2020-10-26 23:38:17
